bookID;;authors;average_rating;isbn;language_code;  num_pages;ratings_count;text_reviews_count;publication_date;publisher;review_sentences;has_spoiler;Genre
24724;Drop City;T. Coraghessan Boyle/Richard Poe;3.85;142003808;eng;497;10333;879;1/27/2004;Penguin Books;#N/A;#N/A;{'fiction': 432, 'history, historical fiction, biography': 36}
24725;Tooth and Claw;T. Coraghessan Boyle;3.82;143037439;eng;304;1193;95;6/27/2006;Penguin Books;#N/A;#N/A;{'fiction': 50, 'history, historical fiction, biography': 2, 'mystery, thriller, crime': 1}
24727;East Is East;T. Coraghessan Boyle;3.64;140131671;eng;384;2098;113;08/01/1991;Penguin Books;#N/A;#N/A;{'fiction': 111, 'history, historical fiction, biography': 4}
24729;After the Plague: and Other Stories;T. Coraghessan Boyle;3.86;142001414;eng;303;1253;108;12/31/2002;Penguin Books;#N/A;#N/A;{'fiction': 54, 'fantasy, paranormal': 1}
24733;Descent of Man;T. Coraghessan Boyle;3.96;140299947;eng;240;605;44;7/27/1990;Penguin Books;#N/A;#N/A;#N/A
24736;World's End;T. Coraghessan Boyle;4.01;140299939;eng;480;3270;218;7/20/1990;Penguin Books;#N/A;#N/A;#N/A
24737;If the River Was Whiskey: Stories;T. Coraghessan Boyle;3.94;670826901;eng;224;34;3;5/24/1989;Viking Books;#N/A;#N/A;#N/A
24739;If the River Was Whiskey;T. Coraghessan Boyle;3.94;140119507;eng;240;1038;69;05/01/1990;Penguin Books;#N/A;#N/A;#N/A
24749;American Writers  Supplement VIII;Jay Parini/August Wilson;0.00;684806371;eng;400;0;0;05/01/2001;Gale Cengage;#N/A;#N/A;#N/A
24751;Greasy Lake & Other Stories;T. Coraghessan Boyle;3.94;140077812;eng;240;1065;52;05/06/1986;Penguin Books;#N/A;#N/A;{'fiction': 44, 'mystery, thriller, crime': 3, 'history, historical fiction, biography': 3}
24753;L'Orient  c'est l'Orient;T. Coraghessan Boyle;3.64;2246442613;fre;370;0;0;09/01/1993;Grasset;#N/A;#N/A;#N/A
24761;An Acceptable Time (Time Quintet  #5);Madeleine L'Engle;3.82;440208149;eng;343;16434;639;12/01/1990;Laurel Leaf Books;#N/A;#N/A;{'fantasy, paranormal': 1005, 'young-adult': 601, 'fiction': 714, 'children': 382, 'history, historical fiction, biography': 15, 'romance': 11}
24762;Conversations with Kurt Vonnegut;William Rodney Allen/Kurt Vonnegut Jr.;4.05;878053573;en-US;305;3;1;01/01/1988;University Press of Mississippi;#N/A;#N/A;#N/A
24763;So Yesterday;Scott Westerfeld;3.58;1595140328;eng;256;10390;820;09/08/2005;Razorbill;[[0, 'Loved this story!'], [0, '~Review to come!~']];FALSE;{'young-adult': 543, 'fiction': 318, 'mystery, thriller, crime': 142, 'fantasy, paranormal': 53, 'romance': 29}
24765;Specials (Uglies  #3);Scott Westerfeld;3.77;689865406;eng;384;151825;6730;05/09/2006;Simon Pulse;"[[0, 'This book really bummed me out.'], [0, ""The first two Uglies books were SO GOOD, and then...there's Specials.""], [0, 'I had to read it to see what happened, but it was tough to get through.'], [0, ""I read it in 2010, so I don't quite remember why I disliked it so much, just that it was very different from the other two in tone.""], [0, 'Tally, the heroine, becomes a member of the Special Circumstances, and goes crazy.'], [0, ""This book had a lot more running around and action in it than the others, which is probably part of why I wasn't as much of a fan.""], [0, 'There was also less character development, because I think he was trying to get through the apex of the plot and tie things up at the end.'], [0, ""That's no excuse not to keep developing characters, however.""], [0, 'All in all, I was just really disappointed in this book, but I would still read it to conclude the storyline if you have read the first two.'], [0, ""Just don't expect the same quality.""]]";FALSE;{'young-adult': 3866, 'fiction': 2620, 'fantasy, paranormal': 1060, 'romance': 329}
24767;Touching Darkness (Midnighters  #2);Scott Westerfeld;3.89;60519568;eng;439;17135;675;03/01/2006;Harper Teen;#N/A;#N/A;{'young-adult': 680, 'fantasy, paranormal': 911, 'fiction': 300, 'romance': 31, 'mystery, thriller, crime': 16}
24768;Pretties (Uglies  #2);Scott Westerfeld;3.85;689865392;eng;370;211060;8890;11/01/2005;Simon & Schuster Simon Pulse;"[[0, 'I enjoyed this book the best out of all 4 of the Uglies series.'], [0, ""This is where a lot of behind-the-scenes plot comes out - what's up with the Pretties, what's going on in this world, etc., which are some of my favorite things about this series.""], [0, ""Some of the interpersonal drama drags on a bit, but since I'm an adult man that reads YA lit usually intended for a female audience, I'm used to skimming through drama that bores me and instead focusing on what I like about the book.""], [0, ""I wish I could write a more detailed review, but I read the book a couple of years ago and don't remember everything about it now.""], [0, 'Obviously, I need to re-read it :)']]";FALSE;{'young-adult': 2551, 'fiction': 1664, 'fantasy, paranormal': 557, 'romance': 260}
24769;Blue Noon (Midnighters  #3);Scott Westerfeld;3.85;60519592;eng;384;14798;718;02/06/2007;Eos;"[[0, 'In the third book in the series, Westerfeld introduces moral ambiguity, which raises the stakes and the realism.'], [0, ""The concept is so cool, of these particular special powers and their role, that it's easy to overlook the other aspects he handles so well: the dynamics of families and school and small towns.""], [0, ""I'd have given it five stars, but it seemed a little slow at the beginning.""]]";FALSE;{'young-adult': 581, 'fantasy, paranormal': 822, 'fiction': 271, 'romance': 30, 'mystery, thriller, crime': 18}
24770;Uglies (Uglies  #1);Scott Westerfeld;3.86;689865384;eng;425;516152;20708;02/08/2005;Simon Pulse;"[[0, 'I LOVE THIS SERIES!!'], [0, ""This book is my second favorite of the four, but it's still amazing.""], [0, 'The Uglies series was one of my first introductions into the dystopian YA genre, but it still remains one of the best, in my opinion.'], [0, 'Why do I love Uglies so much?'], [0, ""Well, first of all, it's very well-written.""], [0, ""Some of my other favorite books I love for a good plot, good setting, good characters, but not necessarily for the writing...that's not the case with this.""], [0, 'Westerfeld can write.'], [0, 'He creates an entire world, down to the small details of things like believable slang and a believable set-up.'], [0, 'Could this scenario actually happen?'], [0, 'I think so.'], [0, ""It's not likely, but I could still see it as a possibility, and that's one thing that makes a great dystopian book.""], [0, 'I also really like all of the characters.'], [0, ""Tally gets a bit irritating at times, especially when it comes to teen-girl things like romance and cattiness, but overall, I'm fond of her.""], [0, 'I adore David and his story the best, however, because, well, I just always side with the rebels ;)'], [0, 'Anyone into YA fiction should read at least the first two books of this series!'], [0, '(3 and 4 are less good, but still worth it if you want to know what happens in the end.)']]";FALSE;{'young-adult': 8238, 'fiction': 5169, 'fantasy, paranormal': 2020, 'romance': 765}
24771;Evolution's Darling;Scott Westerfeld;3.51;1568581491;eng;290;444;56;04/03/2000;Running Press;#N/A;#N/A;#N/A
24775;The Butterfly Tattoo;Philip Pullman;3.19;330397966;eng;186;1048;83;09/02/2005;Young Picador;#N/A;#N/A;#N/A
24777;Count Karlstein;Philip Pullman/Diana Bryan;3.50;375803483;eng;256;1712;116;2/22/2000;Yearling;#N/A;#N/A;{'fantasy, paranormal': 99, 'young-adult': 50, 'fiction': 62, 'children': 86, 'history, historical fiction, biography': 14, 'mystery, thriller, crime': 10}
24779;The Castle of Llyr (The Chronicles of Prydain  #3);Lloyd Alexander;4.08;805080503;eng;174;30401;723;5/16/2006;Square Fish;[[0, 'After seeing The Black Cauldron I became totally obsessed with this series of books.']];FALSE;#N/A
24780;The Book of Three (The Chronicles of Prydain  #1);Lloyd Alexander;3.99;805080481;en-US;190;64278;2525;5/16/2006;Square Fish;"[[0, ""For some reason, I've had a hankering to reread these books for a few months.""], [0, ""A yen I gave in to this weekend when I checked out a Science Fiction Book Club omnibus edition of all 5 novels and a collection of short stories (the latter of which, I haven't read).""], [0, 'Having read The Book of Three, I can see where my moral compass may have begun to form.'], [0, 'I first read these books in sixth grade as an extracurricular project, and then made a filmstrip of the final book, The High King (yes, a ""filmstrip"" - for the young\'uns out there, think PowerPoint presentation without the laptop :-).'], [0, 'The characters are honorable, kind & loyal to their friends, and they fight only when they must.'], [0, 'Even looking at it today with a sadly more jaundiced eye, I enjoy reading it, and am happily plowing through The Black Cauldron, book two.']]";FALSE;{'fantasy, paranormal': 4678, 'young-adult': 927, 'fiction': 853, 'children': 1314}
24781;The High King (The Chronicles of Prydain  #5);Lloyd Alexander;4.25;80508052;eng;253;48088;954;5/16/2006;Square Fish;[[0, 'I read the entire Prydain series in 6th grade and made a filmstrip presentation out of the last book for my class (filmstrips were the PowerPoint presentations of that era :-).']];FALSE;{'fantasy, paranormal': 2672, 'young-adult': 610, 'fiction': 453, 'children': 789, 'romance': 14}
24782;Taran Wanderer (The Chronicles of Prydain  #4);Lloyd Alexander;4.14;805080511;eng;222;34770;840;5/16/2006;Square Fish;"[[0, ""As those who follow my reviews may remember, I've been rereading Lloyd Alexander's Prydain Chronicles.""], [0, 'Today (Nov 22, 2008), I finished the fourth book and felt moved to revise my rating from three stars to four.'], [0, ""As a 12-year-old, I remember liking the final volume the most - as I recall (and I'll find out just how well I do once I move into book 5), it had a lot of action, Taran and his friends finally confronted Arawn and all the threads from the previous books were brought together.""], [0, ""As a 41-year-old, I would revise my estimate to the extent that it's book 4 that's the most satisfying and the true culmination of the series; the rest is icing on the cake.""], [0, ""Taran's education and development is completed, and he's secure in who he is.""], [0, ""The writing isn't the best but there's never a sense (at least for me) that Alexander is hitting you over the head with his moral lessons.""], [0, ""Of course, it probably helps that he's preaching to the choir.""], [0, 'I find Taran and his ethics admirable and, as I mentioned in my note for The Book of Three, this must have been a serious, if unconscious, influence on my own moral development.']]";FALSE;{'fantasy, paranormal': 2466, 'young-adult': 556, 'fiction': 461, 'children': 735}
24783;Westmark (Westmark  #1);Lloyd Alexander;3.92;141310685;eng;184;4222;180;1/14/2002;Firebird Books;#N/A;#N/A;{'fantasy, paranormal': 455, 'young-adult': 159, 'fiction': 126, 'children': 90, 'history, historical fiction, biography': 19, 'romance': 4}
24784;The Black Cauldron (The Chronicles of Prydain  #2);Lloyd Alexander;4.13;80508049;eng;182;53962;1200;5/16/2006;Square Fish;#N/A;#N/A;{'fantasy, paranormal': 3272, 'young-adult': 691, 'fiction': 593, 'children': 919}
24785;The Foundling and Other Tales of Prydain;Lloyd Alexander;3.93;805080538;eng;98;3637;157;5/16/2006;Square Fish;#N/A;#N/A;{'fantasy, paranormal': 474, 'young-adult': 97, 'fiction': 91, 'children': 150, 'history, historical fiction, biography': 3}
24786;The Prydain Companion: A Reference Guide to Lloyd Alexander's Prydain Chronicles;Michael O. Tunnell/Lloyd Alexander;4.22;805072713;eng;281;83;4;04/01/2003;Henry Holt and Company;#N/A;#N/A;{'fantasy, paranormal': 13, 'non-fiction': 7, 'young-adult': 5, 'children': 2, 'fiction': 3}
24787;A Lloyd Alexander Collection;Lloyd Alexander;4.24;525467777;eng;752;89;7;5/21/2001;Dutton Children's Books;#N/A;#N/A;{'fantasy, paranormal': 16, 'young-adult': 4, 'fiction': 2, 'romance': 1, 'children': 4}
24788;The Philadelphia Adventure;Lloyd Alexander;3.88;142301442;eng;150;571;10;07/08/2002;Puffin Books;#N/A;#N/A;{'young-adult': 29, 'fiction': 26, 'fantasy, paranormal': 17, 'children': 28, 'history, historical fiction, biography': 13, 'mystery, thriller, crime': 5}
24789;Libra;Don DeLillo/Michel Courtois-Fourcy;3.99;2742731105;fre;656;8;1;01/01/2001;Babel;#N/A;#N/A;#N/A
24796;Zorro;Isabel Allende/Margaret Sayers Peden/محمدعلی مهمان‌نوازان;3.76;6078721;eng;677;16324;1145;05/03/2005;HarperLargePrint;#N/A;#N/A;{'fiction': 928, 'history, historical fiction, biography': 558, 'romance': 57, 'fantasy, paranormal': 19, 'young-adult': 8}
24800;House of Leaves;Mark Z. Danielewski;4.10;38560310;eng;705;97710;7357;03/07/2000;Random House;"[[0, ""I have lots of thoughts...and I'm going to need some time to actively think about what I've just read.""]]";FALSE;{'fiction': 3054, 'fantasy, paranormal': 799, 'mystery, thriller, crime': 879}
24804;A Parchment of Leaves;Silas House;4.18;345464974;eng;304;3192;357;8/26/2003;Ballantine Books;#N/A;#N/A;{'fiction': 207, 'history, historical fiction, biography': 99, 'romance': 3}
24807;The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order;John Hodgman;3.82;1594482225;eng;255;12002;741;09/05/2006;Penguin Books;#N/A;#N/A;{'fiction': 113, 'non-fiction': 149, 'history, historical fiction, biography': 7}
24812;The Complete Calvin and Hobbes;Bill Watterson;4.82;740748475;eng;1456;32213;930;09/06/2005;Andrews McMeel Publishing;#N/A;#N/A;{'comics, graphic': 1431, 'fiction': 167, 'children': 123, 'young-adult': 18, 'fantasy, paranormal': 15, 'non-fiction': 10}
24813;The Calvin and Hobbes Tenth Anniversary Book;Bill Watterson;4.63;836204387;eng;208;49122;368;09/05/1995;Andrews McMeel Publishing;#N/A;#N/A;{'comics, graphic': 1338, 'fiction': 107, 'children': 120, 'non-fiction': 14, 'fantasy, paranormal': 12, 'young-adult': 10}
24814;It's a Magical World (Calvin and Hobbes  #11);Bill Watterson;4.76;836221362;eng;176;23875;303;09/01/1996;Andrews McMeel Publishing;#N/A;#N/A;{'comics, graphic': 1164, 'fiction': 108, 'children': 115, 'young-adult': 12, 'fantasy, paranormal': 11, 'non-fiction': 7}
24816;Homicidal Psycho Jungle Cat (Calvin and Hobbes #9);Bill Watterson;4.72;836217691;eng;176;15365;290;09/06/1994;Andrews McMeel Publishing;#N/A;#N/A;{'comics, graphic': 1208, 'fiction': 120, 'children': 113, 'fantasy, paranormal': 16, 'young-adult': 12}
24818;The Days Are Just Packed;Bill Watterson;4.69;836217357;eng;176;20308;244;09/01/1993;Andrews McMeel Publishing;#N/A;#N/A;{'comics, graphic': 1113, 'fiction': 107, 'children': 126, 'fantasy, paranormal': 12, 'young-adult': 9, 'non-fiction': 8}
24819;The Calvin And Hobbes:  Tenth Anniversary Book;Bill Watterson;4.63;751515574;eng;208;303;12;02/01/2008;Time Warner Books UK;#N/A;#N/A;{'comics, graphic': 1338, 'fiction': 107, 'children': 120, 'non-fiction': 14, 'fantasy, paranormal': 12, 'young-adult': 10}
24820;Calvin and Hobbes: Sunday Pages 1985-1995: An Exhibition Catalogue;Bill Watterson;4.71;740721356;eng;96;3613;85;9/17/2001;Andrews McMeel Publishing;#N/A;#N/A;{'comics, graphic': 233, 'fiction': 19, 'children': 16, 'fantasy, paranormal': 3, 'non-fiction': 2}
24827;Ship of Fools;Richard Paul Russo;3.74;441008933;eng;370;2192;206;12/31/2001;Ace;"[[0, 'One of my all time favorite books.'], [0, ""The other isn't afraid to have unlikable characters and hopeless situations, a perfect example of horror science fiction.""]]";FALSE;{'fiction': 239, 'mystery, thriller, crime': 12, 'fantasy, paranormal': 20}
24828;The Rosetta Codex;Richard Paul Russo;3.21;441013309;en-US;384;22;2;12/06/2005;Ace Trade;#N/A;#N/A;#N/A
24832;The Illustrated Man;Ray Bradbury;4.14;553105574;eng;186;89;7;01/01/1976;Bantam Books;#N/A;#N/A;{'fiction': 2905, 'fantasy, paranormal': 1092}
24835;The Sot-Weed Factor;John Barth;4.09;1903809509;eng;756;5911;257;03/01/2005;Atlantic Books (UK);#N/A;#N/A;{'fiction': 415, 'history, historical fiction, biography': 142, 'poetry': 4}
24836;The Floating Opera and The End of the Road;John Barth;4.03;385240899;eng;442;1933;115;03/11/1997;Anchor Books;#N/A;#N/A;{'fiction': 100, 'history, historical fiction, biography': 1}
24840;Chimera;John Barth;3.73;618131701;en-US;308;1775;86;11/20/2001;Mariner Books;#N/A;#N/A;{'fiction': 127, 'fantasy, paranormal': 27}
24842;Letters;John Barth;3.81;1564780619;eng;772;212;15;10/01/1994;Dalkey Archive Press;#N/A;#N/A;#N/A
24850;Scar Lover;Harry Crews;3.79;671797867;eng;288;797;39;2/23/1993;Touchstone;#N/A;#N/A;{'fiction': 34}
24858;Narcisse et Goldmund;Hermann Hesse;4.20;2253000043;fre;251;229;19;01/01/1991;Le Livre de Poche;#N/A;#N/A;{'fiction': 865, 'history, historical fiction, biography': 60}
24863;Demian;Hermann Hesse/Stanley Appelbaum;4.13;486420426;mul;256;28;3;06/11/2002;Dover Publications;#N/A;#N/A;#N/A
24865;The Ship Avenged;S.M. Stirling;4.06;671877666;eng;364;3217;29;02/01/1997;Baen Books;#N/A;#N/A;{'fiction': 104, 'fantasy, paranormal': 52}
24866;Dragon's Kin (Pern  #17);Anne McCaffrey/Todd McCaffrey;3.92;345462009;eng;298;8100;185;12/28/2004;Del Rey;#N/A;#N/A;{'fantasy, paranormal': 690, 'fiction': 283, 'young-adult': 10, 'romance': 3}
24873;Dragonflight (Pern: Dragonriders of Pern  #1);Anne McCaffrey/Dick Hill;4.10;1597379514;en-US;8;118;20;9/25/2005;Brilliance Audio;#N/A;#N/A;{'fantasy, paranormal': 6285, 'fiction': 1956, 'young-adult': 183, 'romance': 86}
24875;House of Stairs;William Sleator;3.85;140345809;eng;176;3423;447;04/01/1991;Puffin Books;[[0, 'tortuous, boring, tedious, boring and also, boring']];FALSE;{'young-adult': 211, 'fiction': 262, 'fantasy, paranormal': 50, 'mystery, thriller, crime': 25, 'children': 41}
24878;Oddballs;William Sleator;3.87;140374388;eng;144;269;43;06/01/1995;Puffin Books;#N/A;#N/A;{'young-adult': 14, 'non-fiction': 6, 'fiction': 7, 'children': 7, 'history, historical fiction, biography': 8, 'comics, graphic': 1}
24880;Hell Phone;William Sleator;3.50;810954796;en-US;252;570;88;9/26/2006;Harry N. Abrams;#N/A;#N/A;{'young-adult': 31, 'fantasy, paranormal': 15, 'fiction': 11, 'mystery, thriller, crime': 6, 'children': 1}
24881;The Beasties;William Sleator;3.83;141306394;eng;208;846;90;10/01/1999;Puffin Books;#N/A;#N/A;{'young-adult': 26, 'fantasy, paranormal': 16, 'fiction': 29, 'mystery, thriller, crime': 7, 'children': 2}
24884;The Duplicate;William Sleator;3.68;141304316;eng;154;484;40;06/01/1999;Puffin Books;#N/A;#N/A;{'young-adult': 34, 'fiction': 34, 'fantasy, paranormal': 13, 'children': 9, 'mystery, thriller, crime': 2}
24885;Strange Attractors;William Sleator;3.72;140345825;eng;176;230;7;04/01/1991;Puffin Books;#N/A;#N/A;{'fiction': 23, 'young-adult': 22, 'fantasy, paranormal': 6, 'children': 7, 'romance': 1}
24887;Parasite Pig (Interstellar Pig #2);William Sleator;3.64;142400866;en-US;224;355;31;02/09/2004;Firebird;#N/A;#N/A;{'young-adult': 29, 'fiction': 29, 'fantasy, paranormal': 12, 'children': 3}
24888;The Boy Who Couldn't Die;William Sleator;3.68;810987902;eng;161;1683;247;04/01/2005;Harry N. Abrams;[[0, 'The whole thing was very intriguing, and I enjoyed it.']];FALSE;{'young-adult': 54, 'fantasy, paranormal': 39, 'fiction': 34, 'mystery, thriller, crime': 8, 'children': 1}
24889;Among the Dolls;William Sleator;3.65;765352397;eng;96;548;84;05/02/2006;Starscape;#N/A;#N/A;{'fantasy, paranormal': 15, 'fiction': 21, 'children': 35, 'young-adult': 11, 'mystery, thriller, crime': 5}
24893;That's Silly;William Sleator/Lawrence Di Fiori;3.60;525409815;eng;46;5;2;4/14/1981;Dutton Books;#N/A;#N/A;{}
24894;Once Said Darlene;William Sleator/Steven Kellogg;3.62;525364102;eng;55;8;0;3/22/1979;Dutton Books;#N/A;#N/A;#N/A
24898;Boltzmon!;William Sleator;3.62;525461310;eng;160;86;5;09/01/1999;Dutton Juvenile;#N/A;#N/A;{'fiction': 6, 'mystery, thriller, crime': 1, 'young-adult': 4, 'children': 2, 'fantasy, paranormal': 1}
24899;Interstellar Pig (Interstellar Pig #1);William Sleator;3.88;340850620;eng;200;2115;197;12/06/2001;Hodder Children's Books;#N/A;#N/A;{'fiction': 170, 'young-adult': 124, 'fantasy, paranormal': 49, 'children': 33, 'mystery, thriller, crime': 2}
24904;A Birthday for Frances;Russell Hoban/Lillian Hoban;4.24;99432447;eng;32;2256;71;06/06/2002;Harper Collins;#N/A;#N/A;{'children': 209, 'fiction': 23, 'fantasy, paranormal': 2}
24905;Pilgermann;Russell Hoban;4.02;747556407;en-GB;240;256;13;01/02/2002;Bloomsbury Publishing PLC;#N/A;#N/A;{'fiction': 28, 'fantasy, paranormal': 7, 'history, historical fiction, biography': 7}
24908;How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1);Russell Hoban/Quentin Blake;4.29;1567923224;eng;32;307;42;10/01/2006;David R. Godine;#N/A;#N/A;{'children': 43, 'fiction': 9, 'fantasy, paranormal': 5, 'history, historical fiction, biography': 1, 'young-adult': 1}
24910;World's Fair;E.L. Doctorow;3.83;452275725;eng;304;3178;229;05/01/1996;Plume;#N/A;#N/A;{'fiction': 293, 'history, historical fiction, biography': 107, 'non-fiction': 2, 'young-adult': 2}
24914;The March;E.L. Doctorow;3.80;812976150;eng;363;8266;831;09/12/2006;Random House Trade Paperbacks;#N/A;#N/A;#N/A
24917;Three Complete Novels: Billy Bathgate/World's Fair/Loon Lake;E.L. Doctorow;4.29;517100789;eng;658;17;3;05/08/1994;Wings;#N/A;#N/A;#N/A
24920;The Discomfort Zone: A Personal History;Jonathan Franzen;3.40;374299196;eng;195;4760;532;09/05/2006;Farrar Straus Giroux;#N/A;#N/A;{'non-fiction': 199, 'history, historical fiction, biography': 83, 'fiction': 19, 'comics, graphic': 3}
24922;A Confederacy of Dunces;John Kennedy Toole;3.89;140282688;eng;397;540;47;2/26/2003;Penguin Books  Limited (UK);#N/A;#N/A;{'fiction': 4482}
24923;A Confederacy of Dunces;John Kennedy Toole/Walker Percy;3.89;141182865;eng;338;1561;169;3/30/2000;Penguin Classics;#N/A;#N/A;{'fiction': 4482}
24925;La conjura de los necios;John Kennedy Toole;3.89;8496333604;spa;462;70;6;01/10/2006;Quinteto;#N/A;#N/A;#N/A
24929;Lost;Gregory Maguire/Douglas Smith;2.82;60988649;eng;340;13152;904;9/17/2002;William Morrow Paperbacks;"[[0, 'Another alternate POV fairy tale.'], [0, 'This time he takes aim at Scrooge.'], [0, 'This one is interesting and tells the story of the spirits origins.'], [0, 'The chapters are seemingly random at first and a mysterious woman is leading the story.'], [0, 'The name of the novel aptly describes the reader during a lot of the book.'], [0, 'And the ending left me with more questions than answers.'], [0, ""I couldn't choose one quote that described the book for me since Maguire's language is generally poetic and lovely.""], [0, 'The general way mundane things are described just tickles my fancy.'], [0, '""They perched on unreasonable stools.""'], [0, '""She spilled the indifferent coffee.""']]";FALSE;{'fantasy, paranormal': 548, 'fiction': 526, 'mystery, thriller, crime': 68, 'history, historical fiction, biography': 22, 'young-adult': 5}
24930;The Dream Stealer;Gregory Maguire/Diana Bryan;3.64;618181881;eng;132;433;56;10/21/2002;Clarion Books;#N/A;#N/A;{'fantasy, paranormal': 36, 'fiction': 26, 'children': 22, 'young-adult': 5}
24933;Four Stupid Cupids (The Hamlet Chronicles  #4);Gregory Maguire/Elaine Clayton;3.52;64410722;eng;224;111;11;12/04/2001;HarperCollins;#N/A;#N/A;#N/A
24937;Wicked: The Grimmerie;David Cote/Stephen Schwartz/Joan Marcus/Winnie Holzman;4.18;1401308201;eng;192;49109;290;10/26/2005;Hachette Books;#N/A;#N/A;{'fantasy, paranormal': 192, 'non-fiction': 105, 'fiction': 80, 'romance': 4, 'mystery, thriller, crime': 3}
24939;A Little Bit Wicked (Last Man Standing  #1);Victoria Alexander;3.80;6088262;eng;359;2209;88;12/26/2006;Avon;#N/A;#N/A;{'romance': 415, 'history, historical fiction, biography': 294, 'fiction': 31}
24942;My Wicked  Wicked Ways;Errol Flynn/Jeffrey Meyers;4.02;1845130499;eng;438;1583;115;2/25/2005;Aurum;#N/A;#N/A;{'history, historical fiction, biography': 97, 'non-fiction': 52, 'fiction': 2}
24944;The Wonderful Story of Henry Sugar and Six More;Roald Dahl;4.14;553152645;eng;215;60;7;1/18/1984;Bantam Books;#N/A;#N/A;{'fiction': 66, 'children': 86, 'non-fiction': 17, 'young-adult': 22, 'fantasy, paranormal': 6}
24945;The Wonderful Story Of Henry Sugar and Six More;Roald Dahl;4.14;141311495;eng;224;252;21;9/27/2001;Puffin Books;#N/A;#N/A;{'fiction': 66, 'children': 86, 'non-fiction': 17, 'young-adult': 22, 'fantasy, paranormal': 6}
24949;Danny The Champion of the World;Roald Dahl/Jill Bennett;4.09;553152890;eng;196;7;3;06/01/1984;Yearling;#N/A;#N/A;{'children': 2011, 'fiction': 648, 'young-adult': 172, 'fantasy, paranormal': 123}
24951;Danny the Champion of the World;Roald Dahl;4.09;435122215;eng;208;20;1;09/01/2009;Heinemann Library;#N/A;#N/A;#N/A
24953;Danny The Champion Of The World;Roald Dahl/Quentin Blake;4.09;22406469;eng;256;107;9;11/07/2002;Jonathan Cape;#N/A;#N/A;#N/A
24955;Danny  Champion Du Monde;Roald Dahl;4.09;201321894;fre;281;7;0;09/05/2001;Hachette;#N/A;#N/A;#N/A
24956;The Science of the Hitchhiker's Guide to the Galaxy;Michael Hanlon;3.60;230008909;eng;208;168;16;08/08/2006;Palgrave Macmillan;#N/A;#N/A;#N/A
24958;The Dark Is Rising Sequence;Susan Cooper;4.28;140316884;eng;786;266;16;10/25/1984;Puffin Books (Penguin Books);#N/A;#N/A;#N/A
24964;The Essential Kierkegaard;Søren Kierkegaard/Howard Vincent Hong/Edna Hatlestad Hong;4.20;691019401;eng;524;1807;44;6/19/2000;Princeton University Press;#N/A;#N/A;{'non-fiction': 45, 'history, historical fiction, biography': 4, 'fiction': 2, 'poetry': 1}
24965;Fear and Trembling;Søren Kierkegaard/Alastair Hannay;4.00;143037579;eng;160;14185;559;5/30/2006;Penguin Books;#N/A;#N/A;{'non-fiction': 415, 'fiction': 20}
24968;Fear and Trembling/Repetition;Søren Kierkegaard/Edna Hatlestad Hong/Howard Vincent Hong;4.23;691020264;eng;420;4731;96;06/01/1983;Princeton University Press;#N/A;#N/A;{'non-fiction': 43}
24970;Either/Or: A Fragment of Life;Søren Kierkegaard/Victor Eremita/Alastair Hannay;4.17;140445773;eng;640;6405;127;12/01/1992;Penguin Classics;#N/A;#N/A;{'non-fiction': 156, 'fiction': 12}
24978;Inside Job;Connie Willis;3.67;1596060247;eng;99;1442;180;06/01/2005;Subterranean Press;[[0, 'She uses H. L. Mencken as a character.'], [0, 'In a story about psychics.'], [0, 'Of course I was charmed.']];FALSE;{'fantasy, paranormal': 122, 'fiction': 114, 'mystery, thriller, crime': 12, 'romance': 6, 'history, historical fiction, biography': 2}
24979;Miracle and Other Christmas Stories;Connie Willis;3.90;553580485;eng;336;1681;199;10/31/2000;Bantam;#N/A;#N/A;{'fiction': 171, 'fantasy, paranormal': 113, 'mystery, thriller, crime': 4, 'romance': 2}
24980;Lincoln's Dreams;Connie Willis;3.52;553270257;eng;245;3542;303;06/01/1992;Bantam Doubleday Dell Publishing Company Inc.;"[[0, '** spoiler alert **'], [0, ""After reading Chapter Two I got the eerie feeling that I'd read this book before, though I couldn't remember how the story ended.""], [0, ""It ends sadly, with Jeff comparing himself to Robert E. Lee's horse, Traveller.""], [0, 'And Annie is Lee.'], [0, ""I like Connie Willis' other books better, but I still like this one just fine, and I especially like that in the end, the dreams were caused by nothing more than something biological and emotional.""], [0, ""I've always been partial to science fiction that reads like fantasy, where in the end, all the magical stuff is rationalized by science.""], [0, 'Finished reading June 11, 2007.']]";FALSE;{'fiction': 371, 'fantasy, paranormal': 161, 'history, historical fiction, biography': 112, 'mystery, thriller, crime': 8, 'romance': 3}
24982;Uncharted Territory;Connie Willis;3.51;553562940;eng;149;1240;122;06/01/1994;Spectra;"[[0, ""Connie Willis can't be put into a box.""], [0, ""I never know quite what to expect from her, but it's usually entertaining.""], [0, 'As was this.'], [0, 'Odd, but entertaining.'], [0, 'I read this in the omnibus Imperfect Futures.']]";FALSE;{'fiction': 161, 'fantasy, paranormal': 47, 'romance': 9}
